City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
133,Arona,ES,2022-07-15 04:08:14,28.0996,-16.681,73.9,58,20,4.61
134,Beringovskiy,RU,2022-07-15 04:08:15,63.05,179.3167,48.24,87,30,14.18
135,Camopi,GF,2022-07-15 04:08:15,3.1655,-52.3158,71.01,99,70,1.66
136,Benito Juarez,MX,2022-07-15 04:04:41,19.385,-99.165,62.42,70,100,6.91
137,Saint George,US,2022-07-15 04:08:16,37.1041,-113.5841,84.79,42,0,1.99
138,Kahului,US,2022-07-15 04:09:16,20.8947,-156.47,80.62,72,40,19.57
139,Padang,ID,2022-07-15 04:09:16,-0.9492,100.3543,87.85,65,100,4.14
140,Tigre,AR,2022-07-15 04:09:17,-34.426,-58.5796,53.6,93,93,2.3
141,Avarua,CK,2022-07-15 04:09:17,-21.2078,-159.775,75.25,69,20,12.66
142,Benavente,ES,2022-07-15 04:09:18,42.0025,-5.6783,71.92,25,99,12.93
143,Newport,GB,2022-07-15 04:06:55,51.5877,-2.9984,56.53,81,41,2.04
144,Yellowknife,CA,2022-07-15 04:09:18,62.456,-114.3525,57.2,69,43,17.4
145,Dum Duma,IN,2022-07-15 04:09:19,27.5667,95.5667,92.79,64,6,0.76
146,Ontario,US,2022-07-15 04:08:54,34.0633,-117.6509,85.39,64,40,9.22
147,Ust-Nera,RU,2022-07-15 04:09:19,64.5667,143.2,80.04,45,96,1.07
148,Souillac,MU,2022-07-15 04:09:19,-20.5167,57.5167,66.58,88,75,3.44
149,Gamba,GA,2022-07-15 04:09:20,-2.65,10.0,70.07,91,86,3.31
150,Hobart,AU,2022-07-15 04:07:48,-42.8794,147.3294,52.27,89,75,5.75
151,Tocopilla,CL,2022-07-15 04:09:20,-22.092,-70.1979,56.26,60,6,0.51
152,Portland,US,2022-07-15 04:08:37,45.5234,-122.6762,76.98,54,20,6.91
153,Airai,TL,2022-07-15 04:05:45,-8.9266,125.4092,70.0,53,29,4.43
154,Ilulissat,GL,2022-07-15 04:09:21,69.2167,-51.1,53.62,40,100,14.97
155,Weihe,CN,2022-07-15 04:09:21,32.9952,105.3247,79.3,82,85,6.73
156,Sabha,LY,2022-07-15 04:09:22,27.0377,14.4283,72.93,47,1,13.04
157,Kangaatsiaq,GL,2022-07-15 04:06:16,68.3065,-53.4641,40.32,91,0,14.29
158,Chateauroux,FR,2022-07-15 04:07:32,46.8167,1.7,60.8,72,0,4.61
159,Adrar,MR,2022-07-15 04:09:22,20.5022,-10.0711,92.07,29,52,10.98
160,Sobolevo,RU,2022-07-15 04:09:23,54.4299,31.8996,53.83,93,50,7.87
161,Bredy,RU,2022-07-15 04:09:23,52.4153,60.3411,77.45,60,75,5.12
162,Saint-Augustin,CA,2022-07-15 04:08:35,51.226,-58.6502,57.18,71,16,6.04
163,Ulaanbaatar,MN,2022-07-15 04:09:23,47.9077,106.8832,59.13,82,40,6.71
164,Khatanga,RU,2022-07-15 04:09:24,71.9667,102.5,57.63,45,67,6.73
165,Kanadey,RU,2022-07-15 04:09:24,53.1679,47.5264,62.33,81,48,10.27
166,Katsuura,JP,2022-07-15 04:09:24,35.1333,140.3,77.02,84,100,8.37
167,Waipawa,NZ,2022-07-15 04:09:25,-41.4122,175.5153,45.95,74,84,4.7
168,Tommot,RU,2022-07-15 04:09:25,58.9564,126.2925,85.39,47,31,3.49
169,Tuatapere,NZ,2022-07-15 04:09:26,-46.1333,167.6833,42.13,83,100,8.05
170,Moose Factory,CA,2022-07-15 04:09:26,51.2585,-80.6094,59.18,62,7,5.82
171,Mahebourg,MU,2022-07-15 04:09:26,-20.4081,57.7,70.25,88,75,3.44
172,Agadez,NE,2022-07-15 04:09:27,19.75,10.25,82.85,16,5,10.42
173,Gizycko,PL,2022-07-15 04:09:27,54.0381,21.7644,51.98,87,32,10.22
174,Yichun,CN,2022-07-15 04:09:28,47.7,128.9,74.98,61,100,11.79
175,Auki,SB,2022-07-15 04:09:28,-8.7676,160.7034,84.52,65,100,3.78
176,Mount Isa,AU,2022-07-15 04:09:29,-20.7333,139.5,67.77,21,29,12.66
177,Igrim,RU,2022-07-15 04:09:29,63.1906,64.4162,79.48,51,34,5.08
178,Hastings,GB,2022-07-15 04:09:29,50.8552,0.5729,58.17,96,78,5.1
179,Chuy,UY,2022-07-15 04:09:30,-33.6971,-53.4616,60.35,96,100,9.31
180,Bereda,ES,2022-07-15 04:09:30,43.2686,-7.5406,69.42,83,100,5.68
181,Kodiak,US,2022-07-15 04:09:30,57.79,-152.4072,62.11,77,100,0.0
182,Kruisfontein,ZA,2022-07-15 04:09:31,-34.0033,24.7314,49.17,89,3,5.06
183,Kloulklubed,PW,2022-07-15 04:05:45,7.0419,134.2556,84.7,71,97,6.76
184,Minab,IR,2022-07-15 04:10:31,27.1467,57.0801,99.75,33,93,0.36
185,Deputatskiy,RU,2022-07-15 04:10:32,69.3,139.9,73.4,39,34,7.58
186,Cap-Aux-Meules,CA,2022-07-15 04:10:32,47.3821,-61.8597,60.73,72,50,8.84
187,Tiksi,RU,2022-07-15 04:10:32,71.6872,128.8694,54.19,63,39,18.43
188,Garca,BR,2022-07-15 04:10:33,-22.2106,-49.6561,61.36,55,54,5.03
189,Mahon,ES,2022-07-15 04:10:33,39.8885,4.2658,72.16,94,0,4.61
190,Bedele,ET,2022-07-15 04:10:34,8.456,36.353,55.76,97,98,1.43
191,Mount Gambier,AU,2022-07-15 04:10:34,-37.8333,140.7667,56.17,61,94,9.15
192,Barabai,ID,2022-07-15 04:10:34,-2.5833,115.3833,82.36,72,98,2.08
193,Wewak,PG,2022-07-15 04:10:35,-3.5534,143.6268,83.12,74,100,4.83
194,Santa Catarina De Tepehuanes,MX,2022-07-15 04:10:35,25.35,-105.7333,71.8,46,62,2.84
195,Hovd,MN,2022-07-15 04:10:36,48.0056,91.6419,61.45,36,0,5.97
196,Hasaki,JP,2022-07-15 04:10:36,35.7333,140.8333,79.29,84,100,8.41
197,Huarmey,PE,2022-07-15 04:10:36,-10.0681,-78.1522,61.09,85,52,11.5
198,Elko,US,2022-07-15 04:10:37,41.0002,-115.5012,84.22,16,100,3.44
199,Maarianhamina,AX,2022-07-15 04:10:37,60.0973,19.9348,55.26,76,0,4.61
200,Mikuni,JP,2022-07-15 04:10:38,36.2171,136.1519,80.38,80,93,8.79
201,Touros,BR,2022-07-15 04:10:38,-5.1989,-35.4608,73.29,86,27,12.95
202,Namibe,AO,2022-07-15 04:10:38,-15.1961,12.1522,66.38,74,4,3.13
203,Udgir,IN,2022-07-15 04:10:39,18.3833,77.1167,73.02,82,100,17.49
204,Berlevag,NO,2022-07-15 04:10:39,70.8578,29.0864,64.2,94,100,2.3
205,Puerto Ayora,EC,2022-07-15 04:10:40,-0.7393,-90.3518,68.56,97,57,8.01
206,Nanchang,CN,2022-07-15 04:09:36,28.6833,115.8833,97.3,46,100,10.4
207,Gimli,CA,2022-07-15 04:10:40,50.6336,-96.9907,65.59,94,38,7.54
208,Amos,CA,2022-07-15 04:10:41,48.5669,-78.1162,47.17,60,1,3.98
209,Trairi,BR,2022-07-15 04:07:04,-3.2778,-39.2689,77.49,81,24,10.22
210,Altay,CN,2022-07-15 04:10:41,47.8667,88.1167,68.2,33,0,5.82
211,Pitimbu,BR,2022-07-15 04:10:42,-7.4706,-34.8086,72.19,85,17,12.1
212,Arvin,US,2022-07-15 04:10:42,35.2091,-118.8284,96.06,42,1,1.72
213,Abnub,EG,2022-07-15 04:10:42,27.2696,31.1511,74.43,51,0,9.01
214,Zinder,NE,2022-07-15 04:10:43,13.8072,8.9881,82.26,58,47,13.96
215,Rafai,CF,2022-07-15 04:10:43,4.95,23.9167,67.46,99,100,1.03
216,Ankazoabo,MG,2022-07-15 04:10:43,-22.2833,44.5167,55.09,67,0,5.41
217,Yar-Sale,RU,2022-07-15 04:10:44,66.8333,70.8333,64.45,49,72,9.71
218,Sheridan,US,2022-07-15 04:10:44,44.8333,-106.9173,70.7,62,0,11.5
219,Mehamn,NO,2022-07-15 04:10:45,71.0357,27.8492,57.11,94,75,4.61
220,Conop,RO,2022-07-15 04:10:45,46.1,21.8833,65.61,58,43,2.77
221,Kasongo-Lunda,CD,2022-07-15 04:10:45,-6.4667,16.8167,63.75,42,9,1.72
222,Terrace Bay,CA,2022-07-15 04:10:46,48.7834,-87.1,46.09,80,83,1.05
223,Canberra,AU,2022-07-15 04:10:46,-35.2835,149.1281,54.68,61,0,9.22
224,Castro,BR,2022-07-15 04:10:47,-24.7911,-50.0119,55.27,82,21,5.44
225,Muzaffarabad,PK,2022-07-15 04:10:47,34.37,73.4711,84.96,58,86,1.97
226,Puerto Escondido,MX,2022-07-15 04:10:48,15.85,-97.0667,77.83,69,75,5.75
227,Vestmannaeyjar,IS,2022-07-15 04:10:48,63.4427,-20.2734,49.66,77,69,2.84
228,Roald,NO,2022-07-15 04:10:48,62.5833,6.1333,51.33,87,100,13.8
229,Bedford,GB,2022-07-15 04:10:16,52.1346,-0.4663,55.11,84,88,5.61
230,Labuhan,ID,2022-07-15 04:11:49,-6.8844,112.2051,84.04,70,66,10.0
231,El Limon,VE,2022-07-15 04:11:49,10.3059,-67.6321,69.8,90,12,2.82
232,Karimnagar,IN,2022-07-15 04:11:50,18.4333,79.15,79.29,79,92,17.45
233,Corn Island,NI,2022-07-15 04:11:50,12.1694,-83.0418,81.54,84,64,17.16
234,Caramay,PH,2022-07-15 04:11:50,10.1815,119.236,85.08,76,91,5.75
235,Kayankulam,IN,2022-07-15 04:11:51,9.1833,76.5,81.97,80,88,12.39
236,Guerrero Negro,MX,2022-07-15 04:11:51,27.9769,-114.0611,66.67,85,5,14.47
237,Nanortalik,GL,2022-07-15 04:11:51,60.1432,-45.2371,43.41,83,99,6.26
238,Lahad Datu,MY,2022-07-15 04:11:52,5.0268,118.327,78.44,87,100,2.62
239,New Norfolk,AU,2022-07-15 04:11:52,-42.7826,147.0587,51.93,59,91,6.26
240,Esperance,AU,2022-07-15 04:08:31,-33.8667,121.9,64.24,62,62,25.37
241,Bonthe,SL,2022-07-15 04:11:53,7.5264,-12.505,74.79,92,100,4.83
242,Alofi,NU,2022-07-15 04:11:53,-19.0595,-169.9187,77.83,69,93,22.44
243,Ternate,ID,2022-07-15 04:11:53,0.8,127.4,79.95,84,99,10.85
244,Clyde River,CA,2022-07-15 04:11:54,70.4692,-68.5914,48.45,60,12,1.95
245,Fort Nelson,CA,2022-07-15 04:09:34,58.8053,-122.7002,63.75,56,87,2.84
246,Buala,SB,2022-07-15 04:11:54,-8.145,159.5921,83.71,70,100,7.14
247,Vila Velha,BR,2022-07-15 04:11:55,-20.3297,-40.2925,66.94,98,17,5.03
248,Sitka,US,2022-07-15 04:11:55,57.0531,-135.33,62.49,59,100,10.36
249,Punta Gorda,US,2022-07-15 04:07:43,26.9298,-82.0454,78.01,90,0,8.99
250,Madison,US,2022-07-15 04:11:12,34.7334,-86.5667,74.86,78,0,0.0
251,Port Macquarie,AU,2022-07-15 04:11:56,-31.4333,152.9167,64.89,56,19,10.51
252,Yerbogachen,RU,2022-07-15 04:11:56,61.2767,108.0108,68.36,44,93,6.49
253,Eureka,US,2022-07-15 04:11:56,40.8021,-124.1637,59.13,82,25,8.01
254,Haines Junction,CA,2022-07-15 04:11:57,60.7522,-137.5108,52.29,88,100,2.39
255,Timra,SE,2022-07-15 04:11:57,62.487,17.3257,51.67,76,100,21.85
256,Ushtobe,KZ,2022-07-15 04:11:58,45.2514,77.9838,84.36,21,0,21.56
257,Kolondieba,ML,2022-07-15 04:11:58,11.0882,-6.8926,72.84,91,100,3.15
258,Talaya,RU,2022-07-15 04:11:58,61.3833,152.75,76.82,36,100,5.01
259,Santiago,CL,2022-07-15 04:07:20,-33.4569,-70.6483,45.86,82,75,2.3
260,Salalah,OM,2022-07-15 04:11:59,17.0151,54.0924,77.16,95,100,4.43
261,Aranda De Duero,ES,2022-07-15 04:11:59,41.6704,-3.6892,70.88,21,5,6.78
262,Aksarka,RU,2022-07-15 04:12:00,66.5606,67.7975,69.62,64,3,11.79
263,Rio Grande,BR,2022-07-15 04:12:00,-32.035,-52.0986,58.95,99,100,14.43
264,Aklavik,CA,2022-07-15 04:12:00,68.2191,-135.0107,45.39,64,91,15.08
265,Soe,ID,2022-07-15 04:12:01,-9.8607,124.284,74.16,57,53,9.42
266,Sibu,MY,2022-07-15 04:12:01,2.3,111.8167,93.24,48,66,0.83
267,Wamba,NG,2022-07-15 04:12:02,8.9333,8.6,69.93,97,62,1.1
268,Mombaca,BR,2022-07-15 04:12:02,-5.7431,-39.6275,73.83,65,33,1.81
269,Dongsheng,CN,2022-07-15 04:12:02,39.8161,109.9776,81.0,45,72,9.1
270,Petropavlovsk-Kamchatskiy,RU,2022-07-15 04:12:03,53.0452,158.6483,77.59,57,0,13.42
271,Faya,SA,2022-07-15 04:12:03,18.3851,42.4509,64.92,46,83,5.7
272,Verkhoyansk,RU,2022-07-15 04:12:04,67.5447,133.385,79.12,41,7,2.28
273,Lata,PT,2022-07-15 04:12:04,40.1629,-8.3327,70.07,54,46,1.88
274,Saldanha,ZA,2022-07-15 04:12:04,-33.0117,17.9442,52.72,82,11,7.94
275,Seminole,US,2022-07-15 04:12:05,28.7086,-81.2081,77.27,92,0,0.0
276,Tazmalt,DZ,2022-07-15 04:07:14,36.3868,4.3989,73.72,51,0,2.84
277,Fairbanks,US,2022-07-15 04:10:39,64.8378,-147.7164,69.76,34,20,4.61
278,Bud,US,2022-07-15 04:13:06,39.447,-86.1758,70.99,79,4,3.49
279,Hilo,US,2022-07-15 04:13:06,19.7297,-155.09,80.28,84,75,6.91
280,Kumbhraj,IN,2022-07-15 04:13:06,24.3667,77.05,84.78,69,100,6.08
281,Jiazi,CN,2022-07-15 04:13:07,22.8779,116.067,88.39,69,96,14.25
282,Tessalit,ML,2022-07-15 04:13:07,20.1986,1.0114,89.37,38,11,13.71
283,Porto Walter,BR,2022-07-15 04:13:08,-8.2686,-72.7439,73.83,85,35,3.0
284,Cayenne,GF,2022-07-15 04:13:08,4.9333,-52.3333,79.09,1,75,2.3
285,Nurota,UZ,2022-07-15 04:13:08,40.5614,65.6886,85.95,17,0,13.58
286,Grand Forks,US,2022-07-15 04:13:09,47.9417,-97.4337,69.53,88,75,10.36
287,Goderich,CA,2022-07-15 04:13:09,43.7501,-81.7165,56.91,70,0,5.77
288,Cockburn Town,TC,2022-07-15 04:13:09,21.4612,-71.1419,81.52,77,100,21.3
289,Srednekolymsk,RU,2022-07-15 04:13:10,67.45,153.6833,69.87,39,49,4.61
290,Usinsk,RU,2022-07-15 04:13:10,65.9939,57.5281,71.49,75,99,6.51
291,Eyl,SO,2022-07-15 04:13:11,7.9803,49.8164,81.16,64,100,24.79
292,Sibolga,ID,2022-07-15 04:13:11,1.7427,98.7792,85.64,65,100,2.66
293,Kerrobert,CA,2022-07-15 04:13:11,51.9168,-109.1348,67.93,61,64,10.2
294,Kagadi,UG,2022-07-15 04:13:12,0.9606,30.7967,66.07,47,94,2.44
295,Saint-Louis,SN,2022-07-15 04:13:12,16.3333,-15.0,79.16,69,21,12.24
296,Hithadhoo,MV,2022-07-15 04:13:13,-0.6,73.0833,83.68,73,71,13.06
